"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "x"
"13210" 4 0 1 3 4 3 4 1 0 13 12 4 8 6 10 13 2 7 11 6 0
"13211" 2 2 0 0 0 0 0 0 1 6 7 0 3 5 0 4 1 1 0 1 0
"13212" 3 5 4 1 3 4 6 4 3 1 1 7 9 1 5 7 8 5 2 4 0
"13213" 5 3 5 2 1 4 7 5 5 15 10 5 12 12 5 0 5 6 6 3 0
"13214" 11 9 5 3 3 5 5 7 8 12 18 6 4 8 13 11 8 5 1 9 0
"13215" 6 8 2 6 10 2 8 15 6 0 4 7 4 5 10 8 6 8 8 9 0
"13216" 3 4 4 3 1 7 5 2 0 0 0 0 0 2 5 8 11 10 6 11 0
"13217" 7 13 15 8 4 3 7 9 6 2 2 8 9 16 8 11 10 7 5 6 0
"13218" 4 3 0 0 0 4 2 1 1 3 5 0 2 0 1 5 4 0 3 1 0
"13219" 15 32 27 9 6 5 5 6 1 5 5 10 10 8 2 4 3 4 4 7 0
"13220" 8 11 6 0 0 0 0 0 0 0 0 0 7 17 16 13 9 5 5 8 0
"13221" 0 0 4 5 1 3 3 9 3 9 11 4 1 3 4 2 4 3 0 0 0
"13222" 2 2 1 0 5 11 7 5 1 1 3 6 0 3 14 1 0 1 1 3 0
"13223" 6 3 4 0 0 0 0 0 0 0 5 5 3 8 3 5 4 10 10 6 0
"13224" 2 7 0 1 6 5 0 0 1 1 4 3 0 0 0 0 1 6 7 16 0
"13225" 9 0 2 4 0 5 7 1 10 25 20 9 11 15 15 22 10 1 2 0 0
"13226" 1 2 2 0 2 1 0 0 0 0 0 2 5 3 3 6 0 0 3 1 0
"13227" 11 6 9 3 0 1 4 8 15 8 7 7 14 7 10 11 2 3 2 2 0
"13228" 0 0 4 0 8 19 12 9 7 6 13 10 8 16 6 6 7 9 15 11 0
"13229" 19 6 0 0 1 0 5 6 0 0 0 2 2 0 0 8 15 7 3 10 0
"13230" 2 5 5 2 4 7 3 3 2 7 1 1 2 7 5 0 0 1 0 1 0
"13231" 2 2 3 0 0 0 1 3 2 4 2 0 0 0 0 2 0 0 2 6 0
"13232" 3 0 0 0 3 3 13 18 11 12 13 3 7 7 5 6 6 0 0 2 0
"13233" 2 2 0 2 1 4 3 3 6 3 1 2 2 3 3 1 1 3 2 0 0
"13234" 3 12 12 6 6 3 4 9 8 8 2 1 0 2 2 0 0 0 0 2 0
"13235" 0 0 3 1 1 0 5 4 11 11 0 0 0 0 3 4 1 2 0 2 0
"13236" 7 3 8 17 14 15 4 4 9 10 8 5 12 16 9 17 1 8 6 3 0
"13237" 0 1 8 5 2 4 6 10 1 2 1 1 5 0 1 3 2 0 0 0 0
"13238" 0 2 3 3 3 5 0 0 0 0 1 0 1 1 4 4 1 1 0 0 0
"13239" 10 7 10 9 6 3 7 7 2 0 4 0 0 3 1 0 0 0 1 1 0
"13240" 6 5 4 7 15 11 11 12 3 2 5 14 8 0 1 3 5 3 0 0 0
"13241" 0 1 0 0 0 0 4 4 1 2 4 4 0 0 0 3 3 1 4 3 0
"13242" 3 4 1 1 3 2 2 2 0 0 0 2 0 3 5 11 3 5 6 8 0
"13243" 16 9 10 4 15 23 8 17 36 43 46 31 13 6 0 18 18 15 5 3 0
"13244" 0 0 1 0 0 0 7 9 7 5 3 6 12 0 1 9 14 10 12 7 0
"13245" 6 0 0 0 0 5 5 0 0 0 0 3 7 14 10 1 1 2 1 2 0
"13246" 1 7 14 7 2 1 0 4 4 0 1 2 1 3 2 2 0 1 1 2 0
"13247" 0 0 0 0 0 0 0 0 5 2 2 2 2 6 4 7 6 0 0 1 0
"13248" 3 1 0 1 1 0 0 1 1 1 0 3 10 6 5 10 6 1 0 0 0
"13249" 0 0 2 2 0 0 1 0 0 1 1 0 0 3 0 0 3 2 9 8 0
"13250" 6 0 0 4 0 0 0 2 1 6 9 2 0 0 4 8 5 1 0 0 0
"13251" 10 10 0 0 0 2 2 3 2 2 4 3 0 0 0 0 0 2 2 6 0
"13252" 2 2 2 7 0 7 13 8 2 3 5 3 0 1 1 1 2 6 3 1 0
"13253" 3 12 9 1 3 2 3 11 19 3 3 5 5 0 4 13 15 14 1 1 0
"13254" 1 4 10 7 1 2 2 0 0 0 0 0 0 1 1 1 6 12 6 13 0
"13255" 7 6 4 4 2 3 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0
"13256" 5 2 6 2 4 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0
"13257" 10 9 8 5 7 16 11 10 7 13 12 10 7 6 6 7 7 17 16 9 0
"13258" 1 1 5 6 11 10 5 2 2 3 11 7 1 2 2 3 4 7 9 6 0
"13259" 8 16 12 12 15 2 7 12 9 6 2 0 0 0 0 0 0 0 0 0 0
"13260" 13 20 11 6 4 12 15 9 11 5 8 2 1 6 5 2 4 5 7 7 0
"13261" 0 0 0 0 0 4 5 2 2 8 3 4 5 0 0 0 2 2 1 1 0
"13262" 5 2 4 8 3 12 5 4 12 13 5 3 0 0 0 0 0 0 0 9 0
"13263" 0 0 0 0 1 4 3 0 2 1 0 0 0 3 4 2 2 1 3 8 0
"13264" 5 4 4 4 7 5 1 5 6 1 0 0 0 0 2 0 0 3 6 6 0
"13265" 9 7 2 2 5 12 9 4 4 11 9 2 0 5 3 5 12 9 1 2 0
"13266" 9 0 0 0 0 9 12 13 15 3 3 0 0 1 1 0 0 5 4 2 0
"13267" 1 6 12 8 4 0 9 9 5 11 8 2 0 1 4 7 13 11 4 2 0
"13268" 0 0 1 1 0 0 1 0 1 1 0 0 1 2 1 4 9 7 4 11 0
"13269" 5 0 0 0 0 0 0 3 4 6 7 5 3 7 9 6 10 17 13 10 0
"13270" 1 2 0 0 0 3 2 1 0 2 6 2 1 4 8 4 3 2 0 6 0
"13271" 3 4 3 1 1 5 0 7 2 5 12 5 4 3 3 2 5 4 4 27 0
"13272" 3 12 9 13 18 9 3 17 15 0 3 8 5 2 8 11 13 7 5 7 0
"13273" 3 3 8 5 5 3 5 6 1 1 0 2 1 4 7 9 10 4 8 10 0
"13274" 160 297 218 178 185 137 84 78 84 65 30 29 46 36 16 22 16 20 24 17 0
"13275" 0 0 1 5 4 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13276" 5 14 4 0 1 3 3 4 3 3 2 0 1 1 0 0 0 0 1 0 0
"13277" 0 5 0 1 2 0 5 3 1 0 0 2 1 1 0 1 1 0 1 7 0
"13278" 5 1 2 2 3 0 2 5 3 0 3 10 13 7 7 4 3 12 6 0 0
"13279" 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 6 6 0 0 0
"13280" 6 6 0 0 0 1 2 5 4 0 0 0 7 8 3 0 0 1 0 0 0
"13281" 4 6 5 7 7 8 9 9 9 6 6 5 10 7 3 2 7 9 2 4 0
"13282" 5 3 4 8 11 12 6 4 5 2 3 10 14 9 6 4 0 0 0 1 0
"13283" 1 0 2 0 0 0 2 6 9 5 1 3 3 3 7 1 1 2 0 0 0
"13284" 2 3 11 3 2 1 4 6 8 5 3 4 6 13 4 3 3 7 7 2 0
"13285" 6 6 8 7 5 10 12 15 10 0 1 4 3 3 3 10 6 1 6 7 0
"13286" 6 15 11 5 11 6 6 3 4 7 4 3 5 9 2 9 10 10 18 14 0
"13287" 43 33 26 17 22 55 64 39 19 39 51 72 68 37 50 74 93 166 114 147 0
"13288" 9 6 3 0 7 1 0 0 0 3 0 1 0 0 0 13 13 0 2 2 0
"13289" 1 3 2 0 0 0 1 4 3 0 0 0 1 0 0 0 3 1 1 0 0
"13290" 7 8 7 7 5 2 5 9 16 12 3 6 3 1 0 11 18 9 8 2 0
"13291" 0 0 2 2 0 0 2 2 6 5 3 2 9 5 16 13 8 11 11 5 0
"13292" 1 5 5 1 1 6 7 8 7 3 1 3 8 6 2 4 4 1 2 4 0
"13293" 4 2 2 8 10 5 5 8 6 4 5 8 11 6 3 9 11 15 11 1 0
"13294" 0 0 0 0 1 2 4 1 9 7 7 9 6 9 8 4 9 12 8 2 0
"13295" 0 0 0 0 0 0 0 0 0 1 2 0 0 2 2 0 4 10 5 5 0
"13296" 3 11 14 4 6 5 5 18 10 3 2 3 4 5 4 7 5 2 0 0 0
"13297" 10 13 10 9 9 12 9 3 7 8 12 9 10 4 2 2 4 9 4 6 0
"13298" 7 10 13 15 7 9 15 15 8 6 6 9 11 14 9 8 12 26 22 12 0
"13299" 7 14 16 16 30 16 14 20 18 10 5 10 9 10 6 10 13 12 9 7 0
"13300" 66 81 72 49 45 37 37 43 48 44 32 13 6 26 43 20 17 10 29 40 0
"13301" 12 3 0 5 3 1 1 2 0 0 0 0 5 6 5 10 13 9 9 4 0
"13302" 3 2 6 8 10 8 10 4 8 13 28 28 10 9 9 14 9 13 22 17 0
"13303" 21 28 15 34 28 19 46 23 10 11 9 2 3 7 7 2 3 6 1 1 0
"13304" 2 3 9 9 3 4 3 3 2 1 1 5 3 3 5 6 5 5 4 13 0
"13305" 33 32 20 12 11 11 5 4 4 4 0 5 16 9 0 2 5 8 3 0 0
"13306" 3 4 7 15 7 0 4 13 12 4 3 3 8 3 0 2 0 6 5 0 0
"13307" 0 2 2 0 2 2 0 2 3 6 2 2 2 0 0 0 0 0 0 0 0
"13308" 9 16 15 7 9 7 7 11 5 5 9 8 7 6 6 6 6 10 7 10 0
"13309" 1 0 0 0 1 7 6 9 9 0 0 2 3 7 9 6 3 5 7 6 0
"13310" 12 8 8 6 6 3 2 7 9 5 3 7 5 4 0 2 7 9 4 8 0
"13311" 3 3 0 0 3 3 0 0 0 0 0 2 2 2 11 6 0 0 1 1 0
"13312" 10 17 19 8 4 4 8 10 9 5 10 11 18 23 10 1 4 13 12 5 0
"13313" 0 0 0 0 0 0 0 0 0 0 0 1 1 3 2 4 2 2 2 5 0
"13314" 4 2 0 3 7 10 11 0 9 9 6 11 6 1 0 10 16 12 17 7 0
"13315" 3 2 2 3 4 4 2 0 0 0 3 3 0 3 3 3 5 10 6 1 0
"13316" 0 0 0 2 5 7 13 12 2 0 0 8 11 16 4 5 2 2 6 13 0
"13317" 2 0 1 2 3 3 0 4 3 1 7 6 2 2 1 1 1 2 1 3 0
"13318" 1 1 11 14 6 1 0 0 0 0 1 4 3 1 13 5 0 2 2 4 0
"13319" 0 0 0 11 3 6 15 7 0 0 6 9 2 0 2 2 4 12 4 5 0
"13320" 0 1 0 0 1 0 4 3 0 7 9 10 8 3 5 4 0 0 0 0 0
"13321" 9 13 14 11 7 13 2 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"13322" 0 0 0 1 4 5 6 18 11 4 5 1 0 0 3 9 5 9 13 7 0
"13323" 1 2 7 1 5 7 7 5 3 5 8 4 4 3 1 5 9 8 7 7 0
"13324" 8 10 10 3 4 3 3 2 0 11 9 0 0 0 0 0 4 4 0 5 0
"13325" 3 4 7 8 6 6 11 11 13 6 6 5 10 16 2 4 7 4 0 0 0
"13326" 0 0 0 0 1 4 5 6 1 2 2 0 4 2 0 0 0 0 0 1 0
"13327" 6 2 2 3 2 7 3 0 1 2 2 1 5 7 3 4 2 5 3 5 0
"13328" 6 9 26 44 48 38 10 6 6 11 12 17 13 10 11 10 16 12 11 12 0
"13329" 3 6 5 1 3 9 8 9 4 5 5 5 4 7 9 7 14 9 4 10 0
"13330" 14 11 4 7 6 7 0 0 0 0 51 58 47 59 0 0 0 0 0 0 0
"13331" 0 0 0 0 0 0 0 0 0 0 1 8 0 1 0 0 0 0 0 0 0
"13332" 4 6 6 6 6 1 0 0 2 5 1 2 6 3 0 0 0 0 0 0 0
"13333" 0 1 1 2 3 5 3 4 1 2 6 5 1 7 7 4 0 1 0 1 0
"13334" 6 5 5 6 2 1 4 1 4 7 7 7 9 7 15 10 3 2 1 3 0
"13335" 43 46 7 5 19 18 11 27 33 20 17 32 28 25 28 25 14 21 26 9 0
"13336" 25 20 13 17 20 21 11 16 13 9 17 15 20 12 8 17 16 7 12 12 0
"13337" 0 0 1 5 6 7 1 0 6 3 0 1 5 7 3 4 4 10 10 1 0
"13338" 1 5 4 4 6 10 10 16 5 3 3 5 2 0 4 8 2 3 10 10 0
"13339" 6 3 2 0 10 16 10 5 2 0 3 2 0 0 0 0 0 0 0 0 0
"13340" 1 2 1 0 3 3 0 0 0 3 8 8 6 11 4 10 19 16 7 4 0
"13341" 0 1 0 0 2 1 8 11 3 3 6 2 1 1 8 11 9 5 2 2 0
"13342" 0 0 0 0 5 6 0 0 0 0 2 2 0 3 5 3 4 3 0 0 0
"13343" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 4 6 3 3 0
"13344" 11 5 3 3 3 10 12 8 12 6 5 14 10 2 1 3 1 0 0 0 0
"13345" 3 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0
"13346" 13 12 10 19 22 23 24 13 6 10 7 8 7 10 14 18 16 18 15 18 0
"13347" 1 3 2 2 1 3 2 1 2 2 4 3 0 1 4 6 4 2 1 3 0
"13348" 7 7 6 5 6 8 1 0 0 0 3 0 0 3 1 0 0 4 7 4 0
"13349" 0 2 3 2 5 6 5 7 7 2 0 2 6 4 0 0 1 6 6 6 0
"13350" 2 8 14 19 16 15 12 7 3 3 7 4 7 7 3 0 2 4 3 2 0
"13351" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0
"13352" 7 1 0 0 1 0 2 2 0 0 0 0 1 1 0 0 2 2 2 1 0
"13353" 10 3 5 1 0 1 7 7 6 11 4 1 4 5 5 5 3 2 0 7 0
"13354" 3 4 6 0 0 2 5 5 5 3 0 2 2 2 4 8 9 0 0 3 0
"13355" 0 0 1 0 0 0 0 0 0 6 6 4 7 1 0 0 0 0 1 6 0
"13356" 5 4 2 3 8 10 6 4 4 0 0 1 1 0 0 1 1 0 0 0 0
"13357" 0 1 4 7 6 5 6 3 4 1 2 13 7 2 4 5 5 11 6 3 0
"13358" 3 0 0 0 0 3 1 2 12 9 9 8 6 3 2 2 6 7 7 11 0
"13359" 2 2 2 5 4 1 1 0 2 2 4 4 2 1 1 4 5 6 3 6 0
"13360" 11 6 15 14 5 5 8 15 11 6 8 5 7 0 0 0 0 0 0 0 0
"13361" 1 2 2 3 9 3 1 1 1 1 1 0 0 0 0 0 1 1 0 3 0
"13362" 5 6 2 3 1 0 1 1 4 3 0 0 8 15 7 4 7 2 0 5 0
"13363" 7 1 3 4 2 0 5 5 0 0 0 1 1 0 0 1 1 0 0 4 0
"13364" 7 7 4 3 4 0 1 0 0 1 1 1 3 1 5 5 0 0 0 0 0
"13365" 3 2 0 0 3 3 2 1 3 3 7 11 4 0 0 3 3 0 0 0 0
"13366" 10 5 6 8 15 11 10 13 5 5 6 12 8 2 1 5 3 11 12 9 0
"13367" 9 11 8 5 2 1 1 0 2 2 1 4 3 3 1 0 0 2 3 1 0
"13368" 4 0 1 3 5 3 4 5 4 5 4 4 2 7 7 3 1 0 0 0 0
"13369" 6 6 0 1 4 0 0 0 2 2 0 0 0 0 0 1 2 2 0 3 0
"13370" 34 24 59 35 50 55 54 77 39 61 103 91 68 79 86 126 132 127 94 23 0
"13371" 2 8 12 7 11 14 10 9 10 25 15 2 0 10 23 18 8 6 8 18 0
"13372" 10 11 5 9 2 2 4 10 7 6 17 20 17 12 11 11 7 1 1 1 0
"13373" 3 2 3 2 1 1 0 3 2 2 2 2 1 3 3 1 3 6 4 1 0
"13374" 11 3 6 4 10 5 4 9 11 6 1 4 3 8 5 1 6 9 14 5 0
"13375" 35 17 4 6 10 8 4 4 5 8 9 9 8 4 5 7 4 7 10 12 0
"13376" 0 0 0 0 0 5 0 3 4 0 0 1 6 11 4 12 5 2 6 3 0
"13377" 7 10 6 2 9 13 6 0 0 0 0 0 0 0 0 0 0 3 3 4 0
"13378" 2 4 3 2 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0
"13379" 3 5 1 2 2 0 6 10 4 1 5 1 1 4 1 1 0 0 2 4 0
"13380" 0 0 0 0 0 0 2 6 11 10 6 0 3 12 12 14 10 5 12 13 0
"13381" 0 5 7 1 0 0 4 2 0 0 0 0 0 0 0 0 4 4 1 1 0
"13382" 1 2 3 1 7 6 0 2 5 1 1 1 0 0 0 0 0 0 0 5 0
"13383" 13 19 21 6 0 0 0 0 0 2 4 0 1 4 4 3 0 0 0 0 0
"13384" 13 8 3 0 2 5 6 2 3 9 6 9 15 9 7 11 8 3 5 6 0
"13385" 42 47 44 43 27 35 49 52 87 109 116 134 92 115 79 41 24 19 32 44 0
"13386" 9 11 14 8 4 5 7 10 10 7 11 12 11 19 20 13 18 13 15 11 0
"13387" 0 0 1 3 1 0 1 3 0 4 0 0 0 0 0 0 0 0 0 1 0
"13388" 0 0 8 9 15 12 12 3 8 22 21 14 12 6 7 6 12 4 6 12 0
"13389" 8 9 2 0 7 7 2 1 2 4 0 6 8 2 0 0 2 4 3 1 0
"13390" 0 0 2 6 4 0 0 0 3 3 2 0 2 0 0 2 8 4 5 2 0
"13391" 3 6 10 11 7 4 1 2 4 3 2 0 6 8 6 1 0 4 2 3 0
"13392" 12 18 16 8 8 13 29 18 8 17 11 8 9 10 25 19 16 27 19 5 0
"13393" 5 1 0 1 1 0 0 0 0 0 0 4 5 8 5 1 6 0 3 3 0
"13394" 0 0 3 14 11 7 22 19 11 16 17 11 13 20 24 42 67 87 122 137 0
"13395" 0 0 2 2 1 3 3 2 2 4 3 3 6 5 5 8 4 0 2 7 0
"13396" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 9 21 16 19 22 0
"13397" 1 4 1 1 9 6 3 4 11 9 2 0 1 1 3 4 0 0 0 9 0
"13398" 0 0 0 0 0 6 13 12 15 17 21 19 7 12 16 9 3 4 5 5 0
"13399" 4 14 6 11 11 14 8 4 12 16 15 10 9 5 3 5 10 5 5 12 0
"13400" 2 4 4 3 7 5 1 1 1 0 0 0 0 0 0 0 0 0 0 7 0
"13401" 18 13 2 6 10 9 5 4 3 6 6 1 0 0 0 1 1 0 0 3 0
"13402" 0 0 0 6 6 4 0 4 1 4 1 1 1 8 4 0 1 5 0 0 0
"13403" 4 4 0 2 5 5 6 5 2 4 4 0 3 4 11 4 4 0 1 7 0
"13404" 7 2 0 0 0 0 2 3 1 4 4 1 1 0 3 2 1 2 4 7 0
"13405" 0 0 0 0 0 0 0 0 0 4 12 11 2 0 0 0 3 4 1 1 0
"13406" 3 2 2 1 2 1 0 0 1 1 0 0 0 0 0 0 0 1 1 5 0
"13407" 4 5 8 7 16 15 6 5 8 3 1 8 7 1 0 4 4 5 7 4 0
"13408" 2 4 9 9 3 2 6 15 4 1 1 3 5 2 3 0 1 1 3 3 0
"13409" 8 7 7 1 7 11 6 7 6 6 10 9 13 17 11 2 6 12 14 8 0
"13410" 1 0 0 1 4 0 0 0 10 7 2 3 3 14 11 3 5 5 6 16 0
"13411" 10 14 10 8 7 12 10 8 4 7 7 1 5 11 6 1 6 0 12 7 0
"13412" 8 10 6 1 2 3 6 9 6 7 10 4 4 4 7 8 5 6 2 3 0
"13413" 3 7 7 5 4 1 4 10 8 10 3 6 10 3 2 7 6 4 0 0 0
"13414" 3 11 13 9 16 18 13 9 3 10 16 11 7 5 10 10 2 1 0 3 0
"13415" 4 6 10 8 8 12 5 4 3 2 6 5 5 10 11 8 8 9 5 5 0
"13416" 10 9 8 6 14 7 4 5 6 2 11 13 10 5 9 13 8 8 17 11 0
"13417" 0 0 4 2 1 1 2 1 0 0 0 0 0 1 1 0 0 1 6 5 0
"13418" 0 0 0 0 0 0 0 6 11 7 6 5 0 0 0 0 0 0 0 1 0
"13419" 8 6 0 0 1 0 10 4 0 0 0 3 3 0 0 0 2 1 3 3 0
"13420" 1 1 2 3 4 1 3 4 0 0 1 4 0 5 6 9 9 0 0 0 0
"13421" 20 17 5 0 6 5 4 12 16 11 8 12 14 11 8 6 6 11 3 0 0
"13422" 15 11 7 2 0 1 1 0 0 0 0 0 0 0 0 0 2 5 10 10 0
"13423" 1 5 4 5 7 10 5 0 2 3 4 2 0 0 0 0 0 0 0 4 0
"13424" 20 7 9 20 18 14 17 14 13 13 19 20 6 13 9 9 8 6 6 6 0
"13425" 10 9 11 11 19 28 33 39 58 50 35 64 92 127 83 65 49 18 11 15 0
"13426" 0 0 1 6 27 30 13 4 18 43 28 43 81 56 25 33 34 32 19 13 0
"13427" 10 12 8 6 0 0 0 0 0 0 0 0 0 0 0 0 2 2 11 15 0
"13428" 20 17 12 7 7 4 8 10 10 12 7 14 12 5 6 4 3 6 5 5 0
"13429" 0 0 0 3 6 0 0 0 0 0 0 68 1 0 0 0 0 0 0 0 0
"13430" 0 0 0 0 0 0 0 0 0 0 0 5 8 6 11 12 4 5 3 3 0
"13431" 8 6 8 11 9 8 4 0 1 5 4 4 7 2 0 3 3 0 2 2 0
"13432" 0 3 3 3 2 5 5 14 9 2 1 2 3 2 2 5 3 0 2 5 0
"13433" 0 0 2 8 6 11 7 6 1 2 2 8 12 14 14 9 4 8 9 11 0
"13434" 11 9 3 3 4 1 5 4 3 4 3 4 14 11 5 5 10 2 1 10 0
"13435" 6 1 1 9 7 3 9 12 1 0 6 3 5 1 2 0 0 1 4 3 0
"13436" 1 10 4 5 5 4 0 0 1 1 5 7 1 2 3 3 1 3 3 1 0
"13437" 5 5 11 6 0 0 0 0 0 0 4 3 6 5 0 0 2 2 7 4 0
"13438" 6 5 6 2 2 12 13 6 1 0 3 5 2 9 22 24 12 2 10 4 0
"13439" 2 6 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0
"13440" 5 6 1 11 9 1 0 2 2 0 1 7 9 11 0 1 3 5 2 2 0
"13441" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 6 7 0
"13442" 9 11 8 6 2 0 0 0 0 0 0 1 0 4 5 2 3 16 15 8 0
"13443" 13 11 10 10 4 4 6 6 2 3 6 11 7 1 0 0 0 2 6 8 0
"13444" 14 15 20 14 9 12 21 13 9 9 7 8 11 9 11 12 10 2 3 5 0
"13445" 29 18 14 20 16 14 10 8 13 27 24 11 9 17 14 13 7 13 7 8 0
"13446" 2 6 6 9 8 5 3 2 3 1 1 1 0 0 3 3 0 0 0 0 0
"13447" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"13448" 1 3 2 4 3 2 5 8 14 11 8 6 2 3 6 7 0 0 0 5 0
"13449" 0 11 11 5 3 1 2 5 6 5 13 10 2 4 4 0 0 0 1 1 0
"13450" 21 16 19 23 18 19 17 20 30 36 48 72 61 102 81 52 21 12 9 9 0
"13451" 2 5 7 5 0 0 0 1 0 0 1 6 8 0 2 5 7 6 9 21 0
"13452" 2 1 2 1 0 0 2 2 0 2 0 0 17 24 23 7 9 18 16 18 0
"13453" 0 1 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"13454" 13 11 8 10 14 5 5 3 6 13 7 2 5 2 5 15 16 8 5 1 0
"13455" 7 2 5 1 0 0 0 0 0 0 4 1 0 2 2 0 0 0 0 0 0
"13456" 0 2 2 0 2 2 0 4 4 0 0 0 0 0 0 0 0 0 0 1 0
"13457" 4 6 5 7 3 5 2 7 8 5 3 4 3 7 6 9 7 4 4 5 0
"13458" 1 3 6 4 7 3 8 8 5 3 7 4 2 2 4 5 4 9 11 7 0
"13459" 12 11 5 5 12 30 32 6 9 12 8 4 9 12 10 4 4 0 0 0 0
"13460" 0 1 6 1 0 0 12 9 0 5 5 2 10 12 4 4 6 3 0 3 0
"13461" 0 0 0 0 5 5 0 0 0 3 3 0 4 2 1 1 1 2 2 0 0
"13462" 5 7 15 13 5 5 3 6 5 6 4 6 7 8 2 5 9 12 10 10 0
"13463" 8 9 4 10 19 10 6 8 11 9 9 11 5 10 6 3 5 11 22 36 0
"13464" 6 3 9 7 2 1 6 18 21 7 2 9 13 14 10 12 10 7 7 10 0
"13465" 34 13 12 8 18 8 6 4 4 3 0 0 0 0 1 5 1 8 9 3 0
"13466" 8 4 5 8 6 5 14 11 7 10 9 4 3 5 9 21 11 2 5 6 0
"13467" 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 5 5 0
"13468" 4 0 0 2 2 1 1 1 12 8 1 7 11 2 4 0 0 3 3 0 0
"13469" 0 1 1 0 0 7 2 0 4 6 0 2 2 6 1 8 7 0 6 5 0
"13470" 51 32 39 43 32 36 47 39 61 36 24 53 62 58 57 30 25 33 31 34 0
"13471" 3 1 0 0 0 6 0 0 0 0 0 0 7 7 0 0 0 0 1 1 0
"13472" 9 4 1 0 0 0 3 4 3 6 2 6 13 6 0 0 10 10 2 0 0
"13473" 8 9 5 7 12 3 1 9 6 3 3 9 8 16 20 19 3 5 11 12 0
"13474" 0 0 0 0 2 2 1 4 2 0 0 5 12 3 5 1 1 7 8 3 0
"13475" 9 8 6 0 0 0 3 6 10 7 8 11 5 1 3 4 1 1 5 2 0
"13476" 6 0 0 0 0 1 2 3 4 7 7 2 5 9 8 4 4 3 1 5 0
"13477" 1 2 9 6 2 7 9 4 12 9 5 6 9 4 2 3 8 12 12 6 0
"13478" 3 0 0 0 4 4 4 0 0 8 6 0 0 0 3 3 0 0 0 0 0
"13479" 0 0 0 0 3 2 0 0 0 0 1 0 0 3 4 1 5 6 1 0 0
"13480" 1 0 0 0 2 7 6 5 7 6 4 4 5 5 4 4 3 1 4 8 0
"13481" 0 0 1 0 0 2 4 2 0 2 2 0 0 0 6 8 6 0 0 0 0
"13482" 4 1 3 2 0 0 5 6 6 11 7 1 1 7 5 1 0 0 0 0 0
"13483" 6 7 7 9 15 9 5 7 4 2 3 1 10 13 7 5 0 1 1 1 0
"13484" 7 6 9 7 0 3 3 2 6 3 2 5 2 3 5 3 1 4 8 13 0
"13485" 18 25 20 24 27 45 27 44 39 36 28 46 38 46 23 37 47 36 30 28 0
"13486" 0 1 2 2 2 3 3 5 5 5 4 4 8 1 4 6 24 20 7 7 0
"13487" 7 7 2 0 5 4 8 4 4 8 16 32 31 28 32 48 50 38 53 30 0
"13488" 5 1 1 4 4 1 1 0 0 0 0 1 1 2 2 3 6 3 3 6 0
"13489" 5 2 3 1 0 1 3 9 10 3 1 11 10 4 8 10 2 3 4 1 0
"13490" 1 0 7 3 0 2 3 1 0 2 4 6 7 3 0 0 0 4 4 0 0
"13491" 2 3 4 5 4 4 4 5 7 6 10 5 0 2 3 0 0 0 2 4 0
"13492" 3 8 3 0 0 0 1 1 4 5 2 2 1 3 2 4 5 2 5 6 0
"13493" 12 15 14 15 28 30 6 3 13 13 7 17 18 12 10 17 25 12 13 11 0
"13494" 12 6 6 9 11 10 14 6 4 4 8 3 4 7 9 10 7 8 14 10 0
"13495" 0 1 1 1 5 3 7 1 15 17 10 6 14 15 14 12 3 0 0 2 0
"13496" 1 4 3 0 0 0 0 0 0 0 0 2 2 7 5 4 3 0 0 0 0
"13497" 3 0 0 0 1 1 0 0 0 0 0 0 3 0 0 0 0 0 1 1 0
"13498" 5 9 10 12 7 7 13 11 6 16 3 4 6 13 4 6 10 8 5 8 0
"13499" 47 27 19 27 38 32 32 57 68 50 64 47 27 15 14 23 25 34 21 30 0
"13500" 7 7 11 11 7 8 10 6 6 8 24 13 8 4 7 15 10 10 13 15 0
"13501" 0 1 1 0 5 5 0 0 0 3 4 17 17 5 7 8 11 7 4 5 0
"13502" 1 2 0 2 1 1 3 4 4 4 4 2 0 1 0 0 5 6 6 16 0
"13503" 10 0 3 0 0 0 0 0 0 0 0 1 4 4 6 2 0 2 2 4 0
"13504" 1 1 0 0 0 0 4 4 0 2 0 0 5 0 1 4 4 4 4 3 0
"13505" 16 7 10 15 10 8 12 17 26 22 28 75 97 82 32 0 0 0 2 9 0
